Age,Gender,Marital_Status,Education_Level,Dependents,Annual_Income,Total_Assets,Monthly_Expenses,Savings_Balance,Debt_to_Income_Ratio,Employment_Type,Years_at_Current_Job,Employer_Category,Loan_Amount,Loan_Purpose,Term_Months,Interest_Rate,Loan_to_Income_Ratio,FICO_Score,Existing_Credits_Count,Prev_Defaults,Credit_Utilization,Default_Status
23,Female,Single,High School,4,36190.8950656416,116649.73180384771,3017.1745531681827,49328.59994130812,1.0,Full-Time,21,Startup,17428.273736248273,Car,36,14.62,0.48,691.4710995449116,0,0,0.87,1
26,Male,Single,High School,3,26389.67971482069,228543.21945478948,3909.7686274706884,78508.207047114,1.78,Self-Employed,29,SME,23163.788808454963,Home,24,12.14,0.88,738.261283770003,8,0,0.85,1
31,Male,Single,Bachelor,4,52501.16072105861,202221.52829613246,1636.8323337526883,41232.89006807403,0.37,Full-Time,11,Corporate,2000.0,Education,24,11.62,0.04,609.9584497270116,6,0,0.26,0
57,Female,Married,Master,3,71740.11545282757,202478.9760161932,2736.252018538694,59896.78581140183,0.46,Full-Time,28,SME,22563.96354184985,Business,48,16.84,0.31,698.4490644311846,9,1,0.77,1
47,Female,Single,Bachelor,1,65744.7260883058,104755.85124282708,2588.7282383890724,12429.801171703293,0.47,Full-Time,19,SME,19341.670325853986,Car,48,11.84,0.29,633.6627539604949,3,1,0.79,1
49,Male,Single,Master,4,56442.02457254938,194885.43624180023,1901.0714671524433,11559.51885127763,0.4,Full-Time,19,Corporate,15294.837744801236,Personal,12,13.28,0.27,719.5088028876555,9,0,0.49,0
31,Male,Single,High School,0,51040.13208310185,150072.8940037236,2143.945812207097,30229.464821435,0.5,Full-Time,17,Corporate,5932.139284903062,Business,48,17.83,0.12,623.4046366118017,2,0,0.94,1
22,Female,Single,Master,1,49849.0275763109,227390.6713535079,2686.148964899648,11357.666870072084,0.65,Self-Employed,20,Startup,8677.694277022945,Personal,24,14.01,0.17,740.6909945993186,8,0,0.37,0
32,Male,Married,High School,0,74744.5956665653,34319.98684327162,2661.4471606576817,27840.320839373257,0.43,Self-Employed,16,Startup,21440.2954294932,Education,24,9.52,0.29,722.8192347671627,3,0,0.36,0
44,Male,Single,High School,3,59562.91560027484,249264.52669139317,1341.1027050643254,31586.9149271618,0.27,Full-Time,1,SME,12041.40300837881,Business,48,13.23,0.2,646.2295788619056,9,0,0.6,0
44,Male,Single,High School,2,79416.97324203522,87550.91990091297,2700.1984273770313,22888.931836998763,0.41,Full-Time,6,Corporate,13944.307561031364,Car,24,17.07,0.18,740.4072023478992,4,0,0.8,0
53,Female,Divorced,Master,1,60197.927977224164,119469.33835603505,3570.7113689116445,40027.49967653143,0.71,Self-Employed,16,Corporate,32033.710806329087,Home,48,15.56,0.53,679.014560334974,1,0,0.57,0
38,Male,Married,High School,1,30025.20000355003,77006.55133874355,2578.7399425655713,39230.48209816459,1.03,Self-Employed,13,Corporate,23014.1618442876,Education,60,17.07,0.77,780.3415448290315,4,0,0.84,0
60,Female,Married,Master,2,38624.736144874136,114490.57982409629,1746.0064202643857,29173.05184576212,0.54,Full-Time,7,SME,20249.27063010234,Personal,24,9.41,0.52,638.4522362170977,5,0,0.72,1
41,Female,Divorced,Master,1,49994.7908306011,191633.08740588173,3178.3949233260128,67533.12686725838,0.76,Part-Time,15,Startup,35201.96482523657,Car,24,14.17,0.7,602.6067445779355,3,0,0.45,1
42,Male,Single,High School,4,61450.18178448496,241406.23838433684,1851.0965124568568,47836.12956793281,0.36,Part-Time,15,Government,3236.1965680357534,Home,36,17.74,0.05,729.5386259907249,7,0,0.29,0
39,Male,Single,High School,4,42384.40274045036,172705.30218326597,2128.6029921412733,48157.43610874278,0.6,Full-Time,13,SME,20109.865852065708,Business,24,6.72,0.47,727.6939890050614,2,0,0.17,0
22,Male,Married,Bachelor,4,54849.70130342808,111193.35093083026,2111.2649834772537,36383.04691786439,0.46,Full-Time,14,Corporate,14660.670030257115,Personal,36,9.11,0.27,532.8828160444439,5,0,0.76,1
37,Male,Single,Bachelor,2,68149.67290033569,157013.06090421672,2035.165155768809,33396.09646090748,0.36,Self-Employed,26,Corporate,2000.0,Home,48,6.37,0.03,684.0161186935298,4,0,0.13,0
60,Male,Married,Bachelor,0,60192.090153784,173108.1772469643,2443.6995080699917,60736.52508812563,0.49,Full-Time,26,SME,36222.91636937449,Business,36,7.08,0.6,595.9309106702229,1,0,0.56,0
24,Male,Married,Bachelor,1,53241.349144349486,207116.34776132554,1705.499363273363,36052.4485631876,0.38,Part-Time,0,Corporate,16719.12669686676,Education,60,10.02,0.31,547.7649180017228,5,0,0.44,0
30,Male,Single,Bachelor,4,57121.29873649146,162310.04007802502,1791.3137659317838,45982.50772235403,0.38,Full-Time,0,Corporate,25141.636152444924,Business,12,15.24,0.44,714.5062129467372,2,0,0.58,0
63,Male,Married,High School,4,63712.57124330465,210089.31582563737,2354.5679681733886,19436.88353307056,0.44,Self-Employed,21,SME,31580.83103518543,Business,24,13.1,0.5,598.1163174715111,2,0,0.85,1
34,Male,Married,Bachelor,0,96021.67325363956,100572.99727423018,2387.2299068376105,15148.206868845195,0.3,Self-Employed,23,Corporate,21099.351132027667,Home,60,17.04,0.22,661.8101083729783,7,0,0.58,0
34,Female,Married,High School,2,38764.20803778371,201894.30946121627,2679.882771186034,5373.665360151172,0.83,Full-Time,2,Startup,19690.589553559385,Education,60,10.85,0.51,689.5211310286346,9,0,0.51,0
46,Female,Divorced,Bachelor,3,56134.84638011772,61647.556213291115,2319.1133570084603,23153.068778221168,0.5,Full-Time,14,Corporate,37746.18249937387,Business,60,11.97,0.67,625.7354077581992,0,0,0.26,0
31,Male,Married,Bachelor,2,56357.70932581512,148605.1282304857,3312.1537084883366,16832.32296286108,0.71,Part-Time,0,SME,13340.133455634457,Home,24,8.76,0.24,605.1330201817502,0,0,0.13,0
45,Male,Married,Bachelor,3,55002.32827814143,160476.00969021377,2757.454556598116,15423.595936302778,0.6,Full-Time,6,Corporate,14098.13975007931,Home,48,10.07,0.26,816.9261686783254,7,0,0.88,0
51,Male,Divorced,Bachelor,0,37894.65486433637,70060.55413720271,1581.7941881060751,59742.16864962508,0.5,Full-Time,20,Corporate,21457.18061969955,Business,24,8.94,0.57,678.4481506601478,7,0,0.57,1
51,Female,Single,Bachelor,0,61063.68241611846,168186.12627996883,4152.601408420091,14127.512975929238,0.82,Full-Time,29,Corporate,36870.3804171583,Car,60,6.26,0.6,737.0762604948205,0,0,0.36,0
51,Male,Single,High School,0,54387.534977454525,185819.6717458422,3555.424724478273,73651.56802961994,0.78,Unemployed,7,Corporate,14635.251069345217,Car,48,12.75,0.27,690.3036109946047,4,0,0.5,0
63,Male,Divorced,Bachelor,1,47184.38126877849,160739.6845744768,2751.955368353482,0.0,0.7,Full-Time,26,Government,18849.845868756947,Personal,12,15.45,0.4,664.6310083531212,6,0,0.85,1
56,Female,Divorced,Bachelor,0,69519.6463328823,56818.961786771484,2331.7454146435803,43359.52160058147,0.4,Self-Employed,24,Corporate,33290.708220601475,Business,24,11.95,0.48,678.6026218464999,9,0,0.55,0
45,Female,Single,High School,0,43714.72029433606,154269.2973463291,2185.367149908272,23320.756044780952,0.6,Full-Time,17,Government,13557.366223335195,Business,48,5.05,0.31,676.4871321769801,2,0,0.82,0
51,Female,Divorced,Bachelor,4,93202.13103299547,200561.50669873465,2523.697353760908,36894.96139842223,0.32,Full-Time,1,Government,26364.469714912382,Personal,36,16.34,0.28,663.6912197570513,6,0,0.28,0
43,Male,Married,High School,4,69025.98910806999,124362.23170567398,3427.7767998799636,12794.7179218026,0.6,Full-Time,25,Corporate,21448.34800033911,Car,24,16.58,0.31,708.8683490033496,5,0,0.94,0
62,Male,Single,Bachelor,1,92169.50045890552,10000.0,2002.3494600022923,9122.809056536396,0.26,Full-Time,13,SME,9606.722032918158,Education,48,5.82,0.1,717.5132983710791,4,0,0.51,0
34,Female,Single,High School,2,26274.946655208507,124667.86385420745,3341.130489779389,43000.91271585268,1.53,Self-Employed,24,Startup,19188.73170391717,Education,12,11.28,0.73,705.6039486315088,8,0,0.19,0
37,Female,Single,High School,3,80694.19585690454,252736.06716735504,1442.717463485797,36288.539874492264,0.21,Self-Employed,11,Corporate,25297.973030075147,Education,12,6.18,0.31,614.0452460807358,0,0,0.57,0
26,Female,Married,High School,0,66791.99829543605,56672.06623906999,2084.4583390971034,12646.470885529434,0.37,Full-Time,20,Corporate,30780.6410475952,Home,60,11.15,0.46,709.0179915099778,0,1,0.93,1
25,Male,Single,High School,2,60866.196825925195,218605.3042755478,3499.725258510157,21617.512263527682,0.69,Full-Time,17,Corporate,14536.062341446312,Home,48,10.69,0.24,715.868818205153,6,0,0.76,0
39,Female,Single,Bachelor,2,43574.85286306721,183091.25097488344,1932.9339593368977,37411.66415937435,0.53,Full-Time,26,Corporate,13410.289358599199,Business,36,16.54,0.31,725.8742525188115,8,0,0.12,0
58,Female,Single,PhD,3,39496.40857184857,129628.75573921918,1498.358711424371,37101.40302733383,0.46,Part-Time,27,Government,4344.03699074113,Personal,48,11.71,0.11,731.4724419028564,9,0,0.76,0
63,Male,Married,High School,1,63475.52823021918,255441.24940273073,2679.6419794700214,20244.609110893187,0.51,Full-Time,29,SME,23748.067085835693,Education,24,8.9,0.37,693.1728599043388,3,1,0.65,1
32,Female,Single,High School,4,57597.476616995016,178840.3823489365,2486.7967894517146,22631.29807900642,0.52,Unemployed,2,Corporate,15998.076236881243,Education,60,10.65,0.28,617.7173876380502,6,1,0.47,1
55,Male,Married,Master,0,43956.7056080842,222649.29494895937,3766.8720456698175,0.0,1.03,Full-Time,6,Government,41319.72627804597,Car,36,11.32,0.94,623.8453881145161,5,0,0.63,1
35,Female,Single,High School,3,51595.26725041765,174480.76241600618,2851.3628214094724,59342.09537173498,0.66,Self-Employed,2,Corporate,4446.0938751707,Business,60,13.6,0.09,817.415372638551,7,0,0.18,0
56,Female,Married,Bachelor,2,59695.15071965267,47947.09667851814,800.0,6356.404721675761,0.16,Full-Time,18,Corporate,22001.785028233586,Personal,24,14.05,0.37,629.7718205042587,2,1,0.3,0
42,Female,Married,High School,1,62213.575142080386,218209.91454752983,3413.957599722081,0.0,0.66,Full-Time,25,Corporate,18996.166393416002,Education,60,8.6,0.31,611.8343299124011,8,0,0.42,0
33,Female,Divorced,Master,4,82816.51909344707,116017.44988460556,2480.417444352196,61863.16265591089,0.36,Full-Time,23,SME,28985.461619379414,Education,12,17.14,0.35,775.7970889393573,8,0,0.53,0
34,Female,Divorced,Bachelor,0,44887.74103310827,10000.0,1670.7561776418047,57460.94398611084,0.45,Full-Time,12,Corporate,32153.038379226826,Business,48,5.1,0.72,622.0266240521172,9,0,0.13,0
26,Male,Married,Bachelor,3,116727.87714256931,110571.11584397165,2459.716913924388,48679.86249413928,0.25,Full-Time,23,SME,19714.818323692354,Home,12,5.6,0.17,711.6522296599825,9,0,0.93,0
31,Female,Single,Bachelor,1,85623.46916133934,207815.40762536728,2797.7038556301386,61415.27932609317,0.39,Part-Time,12,Government,15857.239729820441,Car,12,15.19,0.19,525.4073545722835,4,0,0.81,0
50,Male,Single,Master,0,69924.53696307118,69647.68956904174,1703.9068514572382,41179.74068073381,0.29,Full-Time,26,Startup,14784.113938698927,Business,36,16.17,0.21,690.5067432341122,0,1,0.61,0
23,Female,Single,PhD,2,57059.472133954296,183999.46813984867,1582.4431107486025,32513.063134253778,0.33,Part-Time,20,Government,21311.23267482814,Education,60,15.94,0.37,609.5626747967656,1,0,0.91,1
29,Male,Married,PhD,4,20000.0,127413.36927190624,2677.883838048495,39040.90173206663,1.61,Full-Time,24,SME,28969.844356545997,Education,48,17.32,1.45,763.1232837739112,7,0,0.16,1
35,Male,Single,High School,4,61247.9121050295,154482.41818696968,4376.496756729963,42800.628220991246,0.86,Full-Time,19,SME,6700.366595140687,Education,60,14.28,0.11,591.2634628049074,6,0,0.71,0
27,Female,Single,Bachelor,3,50198.05982467575,227022.9522162411,2847.085233245772,30773.754941709707,0.68,Full-Time,3,SME,15315.909156076134,Car,60,7.79,0.31,697.5466485516198,7,1,0.18,0
24,Male,Married,Bachelor,1,51020.64582284155,148519.4146133837,3641.4190008170963,27288.12170161909,0.86,Full-Time,0,Corporate,14928.462739016592,Business,24,13.24,0.29,518.245485413899,2,1,0.88,1
52,Male,Single,Bachelor,1,49806.70724275867,144813.85692947963,3287.0916674379214,0.0,0.79,Full-Time,10,SME,34402.86483898966,Business,60,13.25,0.69,701.2438231963354,7,0,0.73,0
32,Male,Married,Bachelor,3,113692.64792924235,188292.57112011113,1585.4054764267012,29208.168422903505,0.17,Full-Time,28,Corporate,22720.13716096981,Home,48,13.79,0.2,629.6618393156391,6,0,0.3,0
45,Female,Married,High School,1,69569.33316903377,66983.98363906705,2653.699794580724,4791.336111860965,0.46,Full-Time,4,Government,16696.53641181637,Personal,24,14.75,0.24,669.3399824454427,9,0,0.48,0
52,Female,Divorced,High School,2,44303.52144265295,204346.3894662119,2406.737171462372,55840.54524875139,0.65,Full-Time,10,Government,12753.573665256092,Business,24,12.88,0.29,731.7951839275153,1,0,0.61,0
35,Male,Single,Bachelor,0,71667.47221948973,118140.35018388632,3486.8657489203456,40166.49959924315,0.58,Full-Time,26,Startup,27948.96397701516,Car,24,9.72,0.39,688.9875028802409,0,0,0.38,0
50,Female,Single,Bachelor,2,70225.2635765689,175303.86155173572,2018.479277341507,41101.93646005132,0.34,Unemployed,18,SME,20028.242241464035,Business,60,14.46,0.29,613.394598368106,2,1,0.69,1
47,Female,Married,High School,1,23022.120214980532,31567.444128359042,3491.7219228111353,22812.58168361833,1.82,Part-Time,10,Government,5532.2455175225805,Personal,24,9.02,0.24,723.2485959955443,4,0,0.82,1
28,Male,Married,Bachelor,2,71881.2597527508,270269.79537654005,1924.3075635579667,21001.067053504106,0.32,Full-Time,22,SME,17337.89401715216,Car,12,14.31,0.24,618.3019173588249,9,1,0.31,1
47,Female,Married,PhD,3,26347.50620209369,126958.32368364473,2027.7795926936906,2019.9019267622825,0.92,Unemployed,6,Corporate,17576.743401216434,Business,36,10.02,0.67,687.5245021547609,6,0,0.65,1
35,Female,Divorced,Bachelor,1,65241.575188130344,204441.96028958797,2742.652173669806,50242.72482860369,0.5,Full-Time,18,Government,17472.684600510453,Business,60,15.45,0.27,752.9921536507783,3,0,0.64,0
26,Male,Married,Bachelor,2,57974.035370042686,87538.42220886887,3170.882982672059,29369.45635980353,0.66,Full-Time,22,Corporate,24089.136302410097,Business,36,10.81,0.42,668.7591578840506,8,0,0.54,0
53,Male,Single,High School,1,67762.75965494278,118987.95385052114,1656.3567569301108,54211.0234368696,0.29,Self-Employed,15,Startup,12718.12330106775,Personal,36,16.44,0.19,765.6395277537583,1,0,0.73,0
41,Female,Divorced,Bachelor,0,49567.779267327525,219060.70057208446,1882.0359939897965,24837.561765574075,0.46,Self-Employed,3,Government,25027.052421383487,Business,60,11.56,0.5,595.680482018531,7,0,0.88,1
44,Male,Married,Bachelor,1,43915.111801619656,149729.16318416793,1762.2744351107813,28846.261818435745,0.48,Full-Time,29,Corporate,34178.78475534344,Car,60,10.42,0.78,595.9778633702106,7,1,0.25,0
43,Male,Married,High School,3,40960.52577236833,230893.6940761965,3316.106478396516,55438.434279705834,0.97,Full-Time,10,SME,29262.751175932994,Car,48,11.12,0.71,620.0095206373651,1,1,0.21,1
60,Male,Married,Bachelor,4,55688.85758625461,142600.29546099438,1825.1895189278844,11451.655031557922,0.39,Self-Employed,15,Corporate,34902.29815783619,Business,60,10.55,0.63,488.79882045015677,9,0,0.55,1
34,Male,Single,Bachelor,3,45672.47636405907,173643.6126637565,1579.4393842167683,66199.29415113012,0.41,Full-Time,24,Corporate,36863.28661361865,Education,36,7.76,0.81,494.133325790432,8,0,0.17,0
59,Male,Single,High School,1,63961.47346323077,284160.0385358747,2738.327763732689,26326.028826764454,0.51,Part-Time,10,Government,2000.0,Home,48,14.56,0.03,689.6128915086047,3,0,0.32,0
44,Female,Married,High School,0,65540.8689046506,66920.19661035381,919.9920433270142,58235.79963470747,0.17,Full-Time,14,Corporate,11365.697648332163,Car,24,12.63,0.17,728.5916645710172,7,1,0.26,0
61,Male,Married,Bachelor,0,67271.49234623856,29323.986543472914,3491.32350826171,16681.549482125287,0.62,Self-Employed,9,Startup,16669.811817928618,Education,36,8.38,0.25,711.2234556201965,7,0,0.67,0
51,Male,Single,High School,0,64678.07740711515,212222.87796427016,2372.0701475722635,55520.59053587903,0.44,Full-Time,19,SME,16575.440001500803,Car,36,5.87,0.26,786.7925889554909,5,0,0.69,0
63,Male,Married,Bachelor,1,60814.756458146796,50862.84598055015,3980.9845106998446,56344.30323334449,0.79,Full-Time,2,SME,4147.02955012615,Business,60,14.74,0.07,730.3600012687539,3,0,0.41,0
23,Male,Married,Master,4,34929.82543322353,101393.49280218805,3137.61468857776,41103.79067675398,1.08,Full-Time,10,Government,28716.075199359802,Car,12,15.97,0.82,696.2802301931963,8,1,0.27,1
41,Male,Married,Master,2,71783.99237698666,296448.0783407836,2156.3812393176067,8264.554976448639,0.36,Self-Employed,27,Startup,23051.13822945892,Personal,48,12.18,0.32,708.9091620915913,6,0,0.11,0
40,Male,Divorced,PhD,1,48864.16997923785,141845.74468482696,2143.2537139001543,43639.11803028934,0.53,Full-Time,29,Corporate,24539.831055452723,Personal,12,14.7,0.5,694.089648116557,4,0,0.48,0
48,Female,Married,Bachelor,4,66722.21652509356,46175.17685812997,1810.276381877462,18188.52663910261,0.33,Full-Time,24,Corporate,18993.269609485975,Personal,36,12.12,0.28,594.0147728680021,0,0,0.26,0
57,Male,Single,Bachelor,3,59833.69895559411,140304.64314846662,2583.3269273891456,15378.796602417196,0.52,Full-Time,17,Government,28345.55984688541,Home,48,17.11,0.47,679.419617257676,2,0,0.81,1
25,Female,Married,Bachelor,0,65739.26802885513,42053.8759788435,2597.135062009517,31858.45043909451,0.47,Self-Employed,25,Corporate,12607.730783665658,Business,36,9.16,0.19,647.0952864426102,5,0,0.83,0
36,Female,Married,Master,0,69743.99518778526,328994.62197921274,1774.5876474285478,23100.46221732104,0.31,Full-Time,17,SME,24530.530723450138,Education,48,5.1,0.35,728.6736757896247,8,0,0.57,0
47,Female,Married,Master,2,26481.408515598647,150142.5826230217,2144.9129012915073,4324.014969240081,0.97,Full-Time,12,Corporate,23185.444931803562,Car,60,6.01,0.88,792.9242895527548,9,0,0.3,0
43,Female,Married,Master,4,41264.22343149208,137535.4962236107,2756.5779878565336,30767.66373873632,0.8,Full-Time,15,Government,4405.734375321035,Car,60,16.38,0.11,625.7725141061686,4,0,0.34,0
52,Male,Divorced,High School,0,28486.080789641353,10000.0,3013.8278180790867,29642.585140896754,1.27,Full-Time,7,Corporate,8086.159564431497,Business,36,15.32,0.28,748.3419883660853,2,0,0.78,1
50,Female,Divorced,Bachelor,3,40525.8195520796,109509.26235582709,2796.323452447828,41665.10661834094,0.83,Self-Employed,26,Corporate,14738.889611925355,Home,60,14.29,0.36,711.9240235032379,7,0,0.5,0
26,Female,Married,Master,2,80671.84918942965,169592.63239055942,3883.155700271446,6156.457750602673,0.58,Full-Time,26,Corporate,24689.052413115147,Car,36,5.06,0.31,586.0769680054613,2,0,0.55,0
27,Male,Married,Master,1,48907.202405108284,10000.0,2211.6332038799883,41721.089890700954,0.54,Full-Time,17,Corporate,26311.0061781048,Car,48,7.82,0.54,687.1929303814645,8,0,0.61,0
35,Male,Married,High School,1,78044.67220023267,109600.15126189467,1547.6154975074353,73083.00892961246,0.24,Part-Time,6,Government,11952.270687504804,Personal,48,16.97,0.15,850.0,5,0,0.86,0
38,Female,Divorced,High School,3,62456.16917878385,166545.15498467555,4192.991141082873,38832.90579430961,0.81,Full-Time,7,Government,5084.757368767625,Personal,12,8.62,0.08,751.9709658432982,2,0,0.33,0
61,Male,Married,Bachelor,1,40032.55490893332,132514.1637183269,1714.4720902283912,4117.433000757741,0.51,Full-Time,17,SME,12807.148224699013,Education,24,12.33,0.32,669.4827218029943,6,0,0.41,0
35,Female,Married,Master,4,60974.33333512135,329829.01244241465,1985.623952944585,32692.417550798942,0.39,Full-Time,19,SME,2000.0,Personal,24,13.87,0.03,733.6322554358192,5,0,0.82,0
23,Female,Married,High School,4,49688.28767699051,278476.1632961454,3683.8052121504506,5743.489435262407,0.89,Full-Time,13,SME,29738.00499632592,Personal,12,16.66,0.6,662.0081547951272,3,0,0.25,0
27,Male,Single,High School,2,34357.45485598101,79091.46634376065,1957.8101497152998,20190.5226777501,0.68,Part-Time,25,Government,29555.840878156836,Business,12,9.32,0.86,766.8076636932199,3,0,0.21,0
63,Male,Married,High School,4,53642.07439467416,118675.48842328959,1537.9769635348343,52515.73380060328,0.34,Full-Time,12,Government,18712.351866511697,Car,24,16.18,0.35,685.3640319366003,0,0,0.2,0
54,Male,Married,Master,1,62120.35763313551,234705.10894447443,2507.625810084013,43683.09818356514,0.48,Full-Time,20,SME,21741.07019362955,Business,36,12.53,0.35,570.7229725317568,1,1,0.88,1
51,Female,Married,High School,2,43547.090024946505,71123.26546949377,1845.5520830374417,59236.69482216409,0.51,Full-Time,12,SME,19140.52205167342,Education,48,8.86,0.44,742.9075390802188,8,0,0.6,0
21,Female,Married,High School,2,29086.546654486472,324749.6515501641,4045.0426740889325,0.0,1.67,Self-Employed,5,Corporate,33326.31414688476,Education,60,7.68,1.15,711.9946320438752,8,0,0.45,1
26,Male,Married,High School,1,55265.273530155,267571.14601645834,2307.7133894254544,20308.676662938487,0.5,Part-Time,2,Corporate,23994.74556633732,Education,36,15.75,0.43,637.6760410808051,7,0,0.24,0
50,Male,Single,Bachelor,3,63560.06547449845,118528.12487526104,1933.7041296362227,44860.53572869518,0.37,Full-Time,15,SME,29871.410940168666,Home,48,11.06,0.47,618.8604611201256,3,0,0.88,1
23,Male,Married,Master,0,38995.725184375595,200498.7466216514,1802.9360077879946,54537.844209254334,0.55,Part-Time,17,SME,2166.371200846501,Personal,36,18.0,0.06,745.8619539275869,9,1,0.5,0
34,Male,Single,High School,0,20000.0,200427.0921032608,1756.0313754256072,13868.383901087762,1.05,Full-Time,28,Startup,13395.948150716928,Business,60,9.87,0.67,653.206278700251,8,0,0.3,0
25,Female,Single,Bachelor,2,26280.87823987705,129714.85978151666,3026.2894562188053,707.6139026565179,1.38,Full-Time,3,Corporate,5211.02670722917,Education,48,12.05,0.2,663.6532375466201,9,0,0.89,1
63,Female,Single,PhD,4,49383.25559646114,269645.5694981827,2357.680371513874,66518.84169650599,0.57,Part-Time,22,SME,9702.913989003971,Personal,12,10.6,0.2,769.6992833019796,9,0,0.18,0
43,Female,Married,Bachelor,0,45503.73032418253,178585.4219279766,1166.1599879831772,20821.089849692497,0.31,Full-Time,26,Government,13152.42361736121,Education,12,11.85,0.29,707.8201123992171,4,0,0.2,0
47,Male,Married,Bachelor,2,41087.97538374565,263623.1116365584,3158.062706957201,37279.62727665507,0.92,Full-Time,16,Corporate,27401.42662592965,Personal,48,7.14,0.67,705.3747376560034,7,0,0.75,1
24,Female,Married,Master,1,75887.8385048476,162881.27086551476,3396.6009760449847,2616.5442999331717,0.54,Part-Time,28,SME,25884.90381251806,Business,24,9.32,0.34,673.3795825942609,9,0,0.47,0
25,Female,Married,Bachelor,4,79094.83034738485,199779.45968330101,2575.917535587447,41790.09192438897,0.39,Full-Time,5,Corporate,40168.21781316983,Business,24,10.87,0.51,706.1637607601658,3,1,0.37,1
32,Male,Single,High School,3,79875.6065461151,133483.22968039577,1917.3455892077486,19598.83719921405,0.29,Part-Time,14,Corporate,33957.81618692861,Business,48,11.08,0.43,626.9248931467054,4,0,0.11,0
35,Female,Married,Master,1,54619.40743169545,223054.7914985352,1804.0758738423779,27269.45339949905,0.4,Full-Time,1,Government,7840.987154467519,Business,60,5.17,0.14,689.3982170620783,5,0,0.63,0
53,Male,Married,Bachelor,0,88067.89040467732,117728.00200709775,3140.0958267829346,1436.9967668168829,0.43,Self-Employed,10,Government,25456.148822132043,Home,24,16.44,0.29,722.8512582017175,7,0,0.42,0
46,Female,Married,Bachelor,1,52635.11640664163,261142.4283934997,3148.791858612384,41208.09259285201,0.72,Full-Time,24,SME,31051.86988948427,Car,48,7.37,0.59,625.7571033787378,4,1,0.61,1
27,Male,Single,High School,4,79588.56934542808,172600.98013429256,2567.736763220959,23718.955214659767,0.39,Self-Employed,5,Corporate,34426.634388039805,Personal,36,7.23,0.43,761.3738173793639,7,0,0.71,0
44,Female,Single,Bachelor,4,72457.36938799942,155399.55699568687,3263.9832273378097,4518.320406352814,0.54,Full-Time,4,Corporate,14735.84869332637,Business,24,8.39,0.2,647.3988478715958,2,0,0.79,0
40,Female,Married,Master,2,57377.39852680015,190059.38482449893,2608.4725433481053,42128.14904975735,0.55,Full-Time,20,Startup,26828.842516445726,Business,48,5.82,0.47,592.430393750562,0,0,0.57,0
61,Male,Single,Master,4,87848.87234236079,83910.43980621653,2375.884446653918,21098.35356486543,0.32,Full-Time,28,Startup,16246.081692416785,Education,48,10.73,0.18,739.7713156673161,1,0,0.35,0
45,Male,Single,High School,0,82737.04560151296,35741.51361223405,2470.6389889893,10674.62585499133,0.36,Full-Time,3,Corporate,17281.95660186201,Car,60,12.12,0.21,653.7775738681994,2,0,0.78,0
40,Female,Single,Bachelor,2,54406.17642644584,84626.01531906672,3394.076860826474,40153.88013235485,0.75,Part-Time,27,Government,28092.834359572083,Home,12,9.83,0.52,717.383653623588,8,0,0.32,0
37,Female,Single,Bachelor,2,69583.88146491603,203815.10839347626,2638.6699450154947,28006.442210151316,0.46,Full-Time,4,SME,23818.76334039353,Personal,48,15.36,0.34,661.2502868450854,0,0,0.17,0
47,Male,Married,Master,3,47265.090208204056,50062.88307948639,2828.037594863247,48212.27810083993,0.72,Full-Time,26,Startup,26532.998454846158,Education,48,12.31,0.56,693.1663456668085,0,1,0.42,1
56,Male,Married,Master,0,80477.90266832654,232291.04266055865,3619.846517989427,55734.45735254118,0.54,Full-Time,3,SME,16391.965221060567,Car,36,6.11,0.2,646.795405226487,7,0,0.64,0
55,Female,Married,Bachelor,4,65846.4524260407,196451.49319428092,2200.5274649382673,41272.346753853504,0.4,Self-Employed,21,SME,40979.14651116488,Home,36,11.47,0.62,650.027054161559,1,0,0.54,0
29,Male,Single,Bachelor,1,20000.0,106946.43629447541,2102.1217966735157,6783.6810787422,1.26,Full-Time,25,Startup,29032.319307904734,Business,24,6.69,1.45,607.3398152496354,2,0,0.36,1
49,Female,Married,Bachelor,3,69974.25761137968,163626.59709463187,2797.085369601767,39611.377586795556,0.48,Self-Employed,28,Startup,18893.46150920644,Personal,12,5.11,0.27,722.0098093998515,3,0,0.82,0
37,Male,Single,Master,2,89037.5183254355,101104.27140507562,1032.417448213991,41279.6389370756,0.14,Full-Time,27,Government,9276.909219335133,Car,24,16.2,0.1,807.8844302754108,1,0,0.33,0
27,Female,Single,Bachelor,4,38507.61682167932,143446.38496485027,3349.3061147209737,0.0,1.04,Full-Time,7,Corporate,8062.40083089327,Car,24,11.8,0.21,705.0654993846047,4,0,0.35,0
33,Female,Single,Bachelor,0,95936.8194555117,129360.76072276411,3313.916469307252,33245.18766261851,0.41,Full-Time,27,SME,26201.090818068868,Car,12,14.74,0.27,698.4375335240984,4,0,0.39,0
38,Female,Married,High School,3,77159.70421216734,204174.7306633722,3268.2771540517742,36894.57392302597,0.51,Self-Employed,7,SME,13849.734083545922,Education,12,5.35,0.18,693.7009983894197,7,0,0.48,0
60,Male,Married,Bachelor,0,101174.26005901056,43994.644325646994,1363.7166890771052,11701.29289549467,0.16,Self-Employed,9,Startup,7369.784271210941,Education,48,17.88,0.07,629.8622081924317,6,1,0.86,1
